abstract,categories
the general features of the neutrino flux from cosmic ray interactions in the earths atmosphere are well characterized however the absolute precision of calculations is still insufficient and the uncertainty from the modeling of hadronic interactions in the very forward region remains a major limitation in this work we benchmark the current generation hadronic models using highprecision atmospheric muon calculations from a few gev to multiple tev energies provided by the mceq code we derive corrections to hadronic models using publicly available measurements of the flux and charge ratio of atmospheric muons from surface and underground detectors when combining data the experimental uncertainties are taken into account we discuss the calibration method and the strength of the derived constraints,astro-ph
we investigate a simple model of dry friction based on extremal dynamics of asperities at small velocities correlations develop between the asperities whose range becomes infinite in the limit of infinitely slow driving where the system is selforganized critical this collective phenomenon leads to effective aging of the asperities and results in velocity dependence of the friction force in the form fsim expv,cond-mat
we provide constraints on the nature of the optically faint i xray source population from a ms chandra exposure of a x arcmin region containing the hubble deep field north we detect deg optically faint xray sources the fraction of optically faint xray sources is approximately constant at approx for kev fluxes from x cgs down to the xray flux limit a considerable fraction approx of the sources are very red objects ik analysis of the optical and xray properties suggests a large number of optically faint xray sources are likely to host obscured agn activity at z from these results we calculate that a significant fraction approx could be obscured qsos at z given the number of xray sources without iband counterparts there are unlikely to be more than approx sources at z we provide evidence that the true number of z sources is considerably lower nine optically faint xray sources have microjy radio counterparts approx of the optically faint microjy radio sources in this region the most likely origin of the xray emission in these xray detected optically faint microjy radio sources is obscured agn activity however two of these sources have been previously detected at submillimeter wavelengths and the xray emission from these sources could be due to luminous star formation activity assuming the sed of ngc we estimate the micron flux of a typical optically faint xray source to be mjy as expected for sources with agn activity the two optically faint xray sources within the most sensitive area of the isocam region have faint approx microjy micron counterparts abridged,astro-ph
we explore nonanalytic quantum phase dynamics of dipolar exciton condensates formed in a system of d quantum layers subjected to voltage quenches we map the exciton condensate physics on to the pseudospin ferromagnet model showing an additional oscillatory metastable and paramagnetic phase beyond the wellknown ferromagnetic phase by utilizing a timedependent nonperturbative theoretical model we explain the coherent phase of the exciton condensate in quantum hall bilayers observed for currents equal to and slightly larger than the critical current as a stable timedependent phase characterized by persistent charged meron flow in each of the individual layers with a characteristic ac josephson frequency as the magnitude of the voltage quench is further increased we find that the timedependent current oscillations associated with the charged meron flow decay resulting in a transient pseudospin paramagnet phase characterized by partially coherent charge transfer between layers before the state relaxes to incoherent charge transfer between the layers,cond-mat
entity alignment ea aims at identifying equivalent entity pairs across different knowledge graphs kgs that refer to the same realworld identity to systematically combat confirmation bias for pseudolabelingbased entity alignment we propose a unified pseudolabeling framework for entity alignment uplea that explicitly eliminates pseudolabeling errors to boost the accuracy of entity alignment uplea consists of two complementary components the optimal transport otbased pseudolabeling uses discrete ot modeling as an effective means to enable more accurate determination of entity correspondences across two kgs and to mitigate the adverse impact of erroneous matches a simple but highly effective criterion is further devised to derive pseudolabeled entity pairs that satisfy onetoone correspondences at each iteration the crossiteration pseudolabel calibration operates across multiple consecutive iterations to further improve the pseudolabeling precision rate by reducing the local pseudolabel selection variability with a theoretical guarantee the two components are respectively designed to eliminate type i and type ii pseudolabeling errors identified through our analyse the calibrated pseudolabels are thereafter used to augment prior alignment seeds to reinforce subsequent model training for alignment inference the effectiveness of uplea in eliminating pseudolabeling errors is both theoretically supported and experimentally validated the experimental results show that our approach achieves competitive performance with limited prior alignment seeds,cs
the stimulated raman adiabatic passage stirap procedure is a robust and complete population transfer method which have various application in chemistry and atomic physics here we study the effects of onephoton detuning transition time pulse width and pulse delay parameters on the population transfer via stirap and bstirap techniques moreover the impact of the field amplitude which decreases the population transfer has been analyzed and it is shown that in bstirap the robustness of the complete transition can be improved by decreasing the field amplitude in the singlephoton resonance condition,physics
we present micron moderate r resolution spectra of isocam detected sources in the chamaeleon i dark cloud thirteen of these stars are candidate very low mass members of the cloud proposed by persi et al aa on basis of the midir color excess the sample also includes a bonafide young brown dwarf cha halpha a transition stellarsubstellar object cha halpha one previously known t tauri star sz and three isocam sources with no midir excess the spectra of the midir color excess sources are relatively flat and featureless in this wavelength range both atomic and molecular lines when in absorption are partially veiled suggesting the presence of continuum emission from circumstellar dust in addition some of the sources show paschen and brackett lines in emission we apply the micron water vapor index defined by wilking et al aj to estimate spectral types these stars have spectral types m we use persi et als stellar luminosity determinations in combination with dantona mazzitelli latest premain sequence evolutionary tracks to estimate masses and ages the isocam detected midir excess sources have subsolar masses down to the hburning limit and a median age of few x yr in good agreement with the higher mass members of this cloud,astro-ph
we present an improved method for predicting the sunyaevzeldovich sz effect in galaxy clusters from spatiallyresolved spectroscopic xray data using the deprojected electron density and temperature profiles measured within a fraction of the virial radius and assuming a navarro frenk white mass model we show how the pressure profile of the xray gas can be extrapolated to large radii allowing the comptonization parameter profile for the cluster to be predicted precisely we apply our method to chandra observations of three xray luminous dynamically relaxed clusters with published sz data rx j abell and abell combining the predicted and observed sz signals we determine improved estimates for the hubble constant from each cluster and obtain a weighted mean of h_pmkmsmpc for a cosmology with omega_m and omega_lambda this result is in good agreement with independent findings from the hubble key project and the combination of cosmic microwave background and galaxy cluster data,astro-ph
short time existence of classical solutions is proved for a system of equations that involves a three excitations kinetic operator the system is related to the description of a gas of bosons below but close to the critical temperature where the three excitations integral aims at describing the interaction between the particles in the condensate and the excitations in the normal gas some qualitative properties of the solutions are obtained,math
we show that the recent conjecture of the firstnamed author for the special value at s of the zeta function of an arithmetic surface is equivalent to the birchswinnertondyer conjecture for the jacobian of the generic fibre,math
social dilemmas have been regarded as the essence of evolution game theory in which the prisoners dilemma game is the most famous metaphor for the problem of cooperation recent findings revealed peoples behavior violated the sure thing principle in such games classic probability methodologies have difficulty explaining the underlying mechanisms of peoples behavior in this paper a novel quantumlike bayesian network was proposed to accommodate the paradoxical phenomenon the special network can take interference into consideration which is likely to be an efficient way to describe the underlying mechanism with the assistance of belief entropy named as deng entropy the paper proposes belief distance to render the model practical tested with empirical data the proposed model is proved to be predictable and effective,cs
this paper proposes a new strategy for learning powerful crossmodal embeddings for audiotovideo synchronization here we set up the problem as one of crossmodal retrieval where the objective is to find the most relevant audio segment given a short video clip the method builds on the recent advances in learning representations from crossmodal selfsupervision the main contributions of this paper are as follows we propose a new learning strategy where the embeddings are learnt via a multiway matching problem as opposed to a binary classification matching or nonmatching problem as proposed by recent papers we demonstrate that performance of this method far exceeds the existing baselines on the synchronization task we use the learnt embeddings for visual speech recognition in selfsupervision and show that the performance matches the representations learnt endtoend in a fullysupervised manner,cs
adversarial examples crafted by adding imperceptible perturbations to natural inputs can easily fool deep neural networks dnns one of the most successful methods for training adversarially robust dnns is solving a nonconvexnonconcave minimax problem with an adversarial training at algorithm however among the many at algorithms only dynamic at dat and you only propagate once yopo guarantee convergence to a stationary point in this work we generalize the stochastic primaldual hybrid gradient algorithm to develop semiimplicit hybrid gradient methods sihgs for finding stationary points of nonconvexnonconcave minimax problems sihgs have the convergence rate ok which improves upon the rate ok of dat and yopo we devise a practical variant of sihgs and show that it outperforms other at algorithms in terms of convergence speed and robustness,cs
deep learning has achieved great success in a wide spectrum of multimedia applications such as image classification natural language processing and multimodal data analysis recent years have seen the development of many deep learning frameworks that provide a highlevel programming interface for users to design models conduct training and deploy inference however it remains challenging to build an efficient endtoend multimedia application with most existing frameworks specifically in terms of usability it is demanding for nonexperts to implement deep learning models obtain the right settings for the entire machine learning pipeline manage models and datasets and exploit external data sources all together further in terms of adaptability elastic computation solutions are much needed as the actual serving workload fluctuates constantly and scaling the hardware resources to handle the fluctuating workload is typically infeasible to address these challenges we introduce singaeasy a new deep learning framework that provides distributed hyperparameter tuning at the training stage dynamic computational cost control at the inference stage and intuitive user interactions with multimedia contents facilitated by model explanation our experiments on the training and deployment of multimodality data analysis applications show that the framework is both usable and adaptable to dynamic inference loads we implement singaeasy on top of apache singa and demonstrate our system with the entire machine learning life cycle,cs
let u be a solution to an elliptic equation textdivanabla u with lipschitz coefficients in mathbbrn assume u is bounded by in the ball bxleq we show that if u varepsilon on a set e subset frac b with positive ndimensional hausdorf measure then uleq cvarepsilongamma text on fracb where c gamma in do not depend on u and depend only on a and the measure of e we specify the dependence on the measure of e in the form of the remez type inequality similar estimate holds for sets e with hausdorff dimension bigger than n for the gradients of the solutions we show that a similar propagation of smallness holds for sets of hausdorff dimension bigger than nc where c is a small numerical constant depending on the dimension only,math
this paper assesses the accuracy reliability and bias of the large language model llm chatgpt on the text analysis task of classifying the political affiliation of a twitter poster based on the content of a tweet the llm is compared to manual annotation by both expert classifiers and crowd workers generally considered the gold standard for such tasks we use twitter messages from united states politicians during the election providing a ground truth against which to measure accuracy the paper finds that chatgpt has achieves higher accuracy higher reliability and equal or lower bias than the human classifiers the llm is able to correctly annotate messages that require reasoning on the basis of contextual knowledge and inferences around the authors intentions traditionally seen as uniquely human abilities these findings suggest that llm will have substantial impact on the use of textual data in the social sciences by enabling interpretive research at a scale,cs
existing d human pose estimation models suffer performance drop when applying to new scenarios with unseen poses due to their limited generalizability in this work we propose a novel framework inference stage optimization iso for improving the generalizability of d pose models when source and target data come from different pose distributions our main insight is that the target data even though not labeled carry valuable priors about their underlying distribution to exploit such information the proposed iso performs geometryaware selfsupervised learning ssl on each single target instance and updates the d pose model before making prediction in this way the model can mine distributional knowledge about the target scenario and quickly adapt to it with enhanced generalization performance in addition to handle sequential target data we propose an online mode for implementing our iso framework via streaming the ssl which substantially enhances its effectiveness we systematically analyze why and how our iso framework works on diverse benchmarks under crossscenario setup remarkably it yields new stateoftheart of d pck on mpiinfdhp improving upon the previous best result by code will be released,cs
we consider periodical status updates between a transmitter and a legitimate receiver in the presence of an eavesdropper that is sometimes able to capture pieces of information we assume that in the absence of such a threat the connection between the transmitter and the receiver is controlled by the transmitter with the aim to minimize the age of information at the receivers side however if the presence of an eavesdropper is known the transmitter may further tune the generation rate of status updates to trade off the age of information values acquired by the eavesdropper and the receiver respectively to analyze this problem we first propose a metric that combines both objectives according to a bergson social welfare framework and then we solve the problem of finding the optimal generation rate as a function of the probability of data capture by the eavesdropper this enables us to derive notable and sometimes counterintuitive conclusions and possibly establish an extension of the age of information framework to security aspects from a performance evaluation perspective,cs
theoretical studies of the metamagnetism and anomalous phase of srruo have focused on the role of van hove singularities although much experimental evidence points towards quantum criticality having a large effect we investigate the magnetic and thermodynamic properties of systems where magnetic field tunes through such a peak in the electronic density of states we study the generic case of a van hove singularity in d we see that in combination with the requirement of number conservation and interaction effects the peak in the density of states produces several interesting phenomena including raising the critical field of the transition above naive estimates altering the relationship between temperature and field scales and creating a distinctive doublepeak structure in the electronic specific heat we show that this apparent nonfermi liquid behaviour can be caused at meanfield level by a peak in the density of states,cond-mat
the sloan digital sky survey has allowed us to increase the number of known white dwarfs by a factor of five and consequently the number of known pulsating white dwarfs also by a factor of five it has also led to the discovery of new types of variable white dwarfs as the variable hot dqs and the pulsating extremely low mass white dwarfs with the kepler mission it has been possible to discover new phenomena the outbursts present in a few pulsating white dwarfs,astro-ph
we consider the watchman route problem for a ktransmitter watchman standing at point p in a polygon p the watchman can see qin p if overlinepq intersects ps boundary at most k times q is kvisible to p traveling along the ktransmitter watchman route either all points in p or a discrete set of points ssubset p must be kvisible to the watchman we aim for minimizing the length of the ktransmitter watchman route we show that even in simple polygons the shortest ktransmitter watchman route problem for a discrete set of points ssubset p is npcomplete and cannot be approximated to within a logarithmic factor unless pnp both with and without a given starting point moreover we present a polylogarithmic approximation for the ktransmitter watchman route problem for a given starting point and ssubset p with approximation ratio ologscdot n loglog scdot n logs with pn,cs
recent advances in generative adversarial networks gans have shown great potentials in realistic image synthesis whereas most existing works address synthesis realism in either appearance space or geometry space but few in both this paper presents an innovative spatial fusion gan sfgan that combines a geometry synthesizer and an appearance synthesizer to achieve synthesis realism in both geometry and appearance spaces the geometry synthesizer learns contextual geometries of background images and transforms and places foreground objects into the background images unanimously the appearance synthesizer adjusts the color brightness and styles of the foreground objects and embeds them into background images harmoniously where a guided filter is introduced for detail preserving the two synthesizers are interconnected as mutual references which can be trained endtoend without supervision the sfgan has been evaluated in two tasks realistic scene text image synthesis for training better recognition models glass and hat wearing for realistic matching glasses and hats with real portraits qualitative and quantitative comparisons with the stateoftheart demonstrate the superiority of the proposed sfgan,cs
this paper describes an entropy regularization term for vector quantization vq based on the analysis of persistent homology of the vq embeddings higher embedding entropy positively correlates with higher codebook utilization mitigating overfit towards the identity and codebook collapse in vqbased autoencoders we show that homologyconstrained regularization is an effective way to increase entropy of the vq process approximated to input entropy while preserving the approximated topology in the quantized latent space averaged over mini batches this work further explores some patterns of persistent homology diagrams of latents formed by vector quantization we implement and test the proposed algorithm as a module integrated into a sample vqvae linked code repository provides a functioning implementation of the proposed architecture referred to as homologyconstrained vector quantization hcvq further in this work,cs
we present a recently developed onedimensional dipole lattice model that accurately captures the key properties of water in narrow nanopores for this model we derive three equivalent representations of the hamiltonian that together yield a transparent physical picture of the energetics of the water chain and permit efficient computer simulations in the charge representation the hamiltonian consists of nearestneighbor interactions and coulomblike interactions of effective charges at the ends of dipole ordered segments approximations based on the charge picture shed light on the influence of the coulomblike interactions on the structure of nanopore water we use monte carlo simulations to study the system behavior of the full hamiltonian and its approximations as a function of chemical potential and system size and investigate the bimodal character of the density distribution occurring at small system sizes,physics
we made a narrowband nb bandwidth of a at a imaging of the subaru deep field sdf and found two z lyman alpha emitter lae candidates down to nb carrying out deep followup spectroscopy we identified one of them as a real z lae this has shown that galaxy formation was in progress just myr after the big bang meanwhile the lyman alpha line luminosity function of lae is known to decline from z to in the sdf l at z is of that at z we also confirm that the number density of z lae is only of the density at z comparing the latest sdf lae samples this series of significant decreases in lae density with increasing redshift can be the result of galaxy evolution during these epochs however using the uv continuum luminosity functions of laes those of lyman break galaxies and a lae evolution model based on the hierarchical clustering we find that galaxy evolution alone cannot explain all the decrease in density this extra density deficit can be interpreted as the attenuation of the lyman alpha photons from laes due to a rapid evolution of neutral hydrogen fraction during the ongoing cosmic reionization at z,astro-ph
a finite hypergraph h consists of a finite set of vertices vh and a collection of subsets eh subseteq vh which we consider as partition of unity relations between projection operators these partition of unity relations freely generate a universal calgebra which we call the free hypergraph calgebra ch general free hypergraph calgebras were first studied in the context of quantum contextuality as special cases the class of free hypergraph calgebras comprises quantum permutation groups maximal group calgebras of graph products of finite cyclic groups and the calgebras associated to quantum graph homomorphism isomorphism and colouring here we conduct the first systematic study of aspects of free hypergraph calgebras we show that they coincide with the class of finite colimits of finitedimensional commutative calgebras and also with the class of calgebras associated to synchronous nonlocal games we had previously shown that it is undecidable to determine whether ch is nonzero for given h we now show that it is also undecidable to determine whether a given ch is residually finitedimensional and similarly whether it only has infinitedimensional representations and whether it has a tracial state it follows that for each one of these properties there is h such that the question whether ch has this property is independent of the zfc axioms assuming that these are consistent we clarify some of the subtleties associated with such independence results in an appendix,math
turntaking has played an essential role in structuring the regulation of a conversation the task of identifying the main speaker who is properly taking hisher turn of speaking and the interrupters who are interrupting or reacting to the main speakers utterances remains a challenging task although some prior methods have partially addressed this task there still remain some limitations firstly a direct association of audio and visual features may limit the correlations to be extracted due to different modalities secondly the relationship across temporal segments helping to maintain the consistency of localization separation and conversation contexts is not effectively exploited finally the interactions between speakers that usually contain the tracking and anticipatory decisions about the transition to a new speaker are usually ignored therefore this work introduces a new audiovisual transformer approach to the problem of localization and highlighting the main speaker in both audio and visual channels of a multispeaker conversation video in the wild the proposed method exploits different types of correlations presented in both visual and audio signals the temporal audiovisual relationships across spatialtemporal space are anticipated and optimized via the selfattention mechanism in a transformerstructure moreover a newly collected dataset is introduced for the main speaker detection to the best of our knowledge it is one of the first studies that is able to automatically localize and highlight the main speaker in both visual and audio channels in multispeaker conversation videos,cs
gravitational waves from coalescences of neutron stars or stellarmass black holes into intermediatemass black holes imbhs of gtrsim solar masses represent one of the exciting possible sources for advanced gravitationalwave detectors these sources can provide definitive evidence for the existence of imbhs probe globularcluster dynamics and potentially serve as tests of general relativity we analyse the accuracy with which we can measure the masses and spins of the imbh and its companion in intermediatemass ratio coalescences we find that we can identify an imbh with a mass above m_odot with confidence provided the massive body exceeds m_odot for source masses above sim m_odot the best measured parameter is the frequency of the quasinormal ringdown consequently the total mass is measured better than the chirp mass for massive binaries but the total mass is still partly degenerate with spin which cannot be accurately measured lowfrequency detector sensitivity is particularly important for massive sources since sensitivity to the inspiral phase is critical for measuring the mass of the stellarmass companion we show that we can accurately infer source parameters for cosmologically redshifted signals by applying appropriate corrections we investigate the impact of uncertainty in the model gravitational waveforms and conclude that our main results are likely robust to systematics,astro-ph
though preceding work in computational argument quality aq mostly focuses on assessing overall aq researchers agree that writers would benefit from feedback targeting individual dimensions of argumentation theory however a largescale theorybased corpus and corresponding computational models are missing we fill this gap by conducting an extensive analysis covering three diverse domains of online argumentative writing and presenting gaqcorpus the first largescale english multidomain community qa forums debate forums review forums corpus annotated with theorybased aq scores we then propose the first computational approaches to theorybased assessment which can serve as strong baselines for future work we demonstrate the feasibility of largescale aq annotation show that exploiting relations between dimensions yields performance improvements and explore the synergies between theorybased prediction and practical aq assessment,cs
this paper proposes a concise coding of the cells of ndimensional finite regular grids it induces a simple generic and efficient framework for implementing classical digital topology data structures and algorithms discrete subsets of multidimensional images eg regions digital surfaces cubical cell complexes have then a common and compact representation moreover algorithms have a straightforward and efficient implementation which is independent from the dimension or sizes of digital images we illustrate that point with generic hypersurface boundary extraction algorithms by scanning or tracking this framework has been implemented and basic operations as well as the presented applications have been benchmarked,cs
we investigate the nonparametric composite hypothesis testing problem for arbitrary unknown distributions in the asymptotic regime where both the sample size and the number of hypotheses grow exponentially large such asymptotic analysis is important in many practical problems where the number of variations that can exist within a family of distributions can be countably infinite we introduce the notion of emphdiscrimination capacity which captures the largest exponential growth rate of the number of hypotheses relative to the sample size so that there exists a test with asymptotically vanishing probability of error our approach is based on various distributional distance metrics in order to incorporate the generative model of the data we provide analyses of the error exponent using the maximum mean discrepancy mmd and kolmogorovsmirnov ks distance and characterize the corresponding discrimination rates ie lower bounds on the discrimination capacity for these tests finally an upper bound on the discrimination capacity based on fanos inequality is developed numerical results are presented to validate the theoretical results,cs
we present recent results of d magnetohydrodynamic simulations of neutron stars with small misalignment angles as regards the features in lightcurves produced by regular movements of the hot spots during accretion onto the star in particular we show that the variation of position of the hot spot created by the infalling matter as observed in d simulations can produce high frequency quasi periodic oscillations with frequencies associated with the inner zone of the disk previously reported simulations showed that the usual assumption of a fixed hot spot near the polar region is valid only for misalignment angles relatively large otherwise two phenomena challenge the assumption one is the presence of rayleightaylor instabilities at the diskmagnetospheric boundary which produce tongues of accreting matter that can reach the star almost anywhere between the equator and the polar region the other one is the motion of the hot spot around the magnetic pole during stable accretion in this paper we start by showing that both phenomena are capable of producing shortterm oscillations in the lightcurves we then use monte carlo techniques to produce model lightcurves based on the features of the movements observed and we show that the main features of khz qpos can be reproduced finally we show the behavior of the frequencies of the moving spots as the mass accretion rate changes and propose a mechanism for the production of double qpo peaks,astro-ph
a wide field spacebased imaging telescope is necessary to fully exploit the technique of observing dark matter via weak gravitational lensing this first paper in a three part series outlines the survey strategies and relevant instrumental parameters for such a mission as a concrete example of hardware design we consider the proposed supernovaacceleration probe snap using snap engineering models we quantify the major contributions to this telescopes point spread function psf these psf contributions are relevant to any similar wide field space telescope we further show that the psf of snap or a similar telescope will be smaller than current groundbased psfs and more isotropic and stable over time than the psf of the hubble space telescope we outline survey strategies for two different regimes a wide square degree survey and a deep square degree survey that will accomplish various weak lensing goals including statistical studies and dark matter mapping,astro-ph
in order to enable physical humanrobot interaction where humans and mobile manipulators share their workspace and work together robots have to be equipped with important capabilities to guarantee human safety the robots have to recognize possible collisions with the human coworker and react anticipatorily by adapting their motion to avert dangerous situations while they are executing their task therefore methods have been developed that allow to monitor the workspace of mobile manipulators using multiple depth sensors to gather information about the robot environment this encompasses both d information about obstacles in the close robot surroundings and the prediction of obstacle motions in the entire monitored space based on this information a collisionfree robot motion is planned and during the execution the robot continuously reacts to unforeseen dangerous situations by adapting its planned motion slowing down or stopping for the demonstration of a manufacturing scenario the developed methods have been implemented on a prototypical mobile manipulator the algorithms handle both robot platform and manipulator in a uniform manner so that an overall optimization of the path and of the collision avoidance behavior is possible by integrating the monitoring planning and interaction control components the task of grasping placing and delivering objects to humans in a shared workspace is demonstrated,cs
microparticles including paraffin are currently used for textiles coating in order to deaden thermal shocks we will show that polymer nanoparticles embedded in those microsized capsules allow for decreasing the thermal conductivity of the coating and enhance the protection in the stationary regime a reasonable volume fraction of polymer nanoparticles reduces the conductivity more than predicted by maxwell mixing rules besides measurements prove that the polymer nanoparticles do not affect the latent heat and even improve the phase change behaviour as well as the mechanical properties,cond-mat
we report the results of quasisimultaneous observations of the bright quasar c using the bepposax lowenergy concentrator spectrometer lecs and the asca solidstate imaging spectrometer sis these observations are part of an intercalibration programme and demonstrate good agreement between both instruments in the common energy range kev in particular the absorption feature discovered by bepposaxlecs at sim kev is consistently seen by ascasis we present the most accurate measurement yet of the spectral shape of this absorption feature and provide constraints on its physical interpretation a selfconsistent warm absorber model in photoionization equilibrium only gives an adequate spectral fit if a very high velocity inflow is allowed for the warm absorber v sim c the ionization parameter and the column density of the warm absorber are then sim and sim e cm respectively if the differences in bestfit neutral absorption column density between the lecs and each sis are taken as estimates of the systematic spectral uncertainties then these are e and e cm at confidence for sis and sis respectively,astro-ph
future advances in ai that automate away human labor may have stark implications for labor markets and inequality this paper proposes a framework to analyze the effects of specific types of ai systems on the labor market based on how much labor demand they will create versus displace while taking into account that productivity gains also make society wealthier and thereby contribute to additional labor demand this analysis enables ethicallyminded companies creating or deploying ai systems as well as researchers and policymakers to take into account the effects of their actions on labor markets and inequality and therefore to steer progress in ai in a direction that advances shared prosperity and an inclusive economic future for all of humanity,cs
results from the last ftu campaigns on the deuterium large wrt ftu volume pellet res suppression capability mainly due to the induced burst mhd activity expelling res seed are presented for discharges with ma and t clear indications of avalanche multiplication of res following single pellet injection on ma flattop discharges is shown together with quantitative indications of dissipative effects in terms of critical electrical field increase due to fanlike instabilities analysis of large fanlike instabilities on postdisruption re beams that seem to be correlated with low electrical field and background density drops reveal their strong re energy suppression capability suggesting a new strategy for re energy suppression controlling large fan instabilities we demonstrate how such density drops can be induced using modulated ecrh power on postdisruption beams,physics
the influence of stellar activity on the fundamental properties of stars around and below msun is not well understood we aim to determine absolute dimensions and abundances for the solartype detached eclipsing binary v cen the results are based on uvby light curves uvbybeta standard photometry radial velocity observations and highresolution spectra masses and radii that are precise to have been established for the components of v cen the msun secondary component is moderately active with starspots and caii h and k emission and the msun primary shows signs of activity as well but at a much lower level we derive a feh abundance of and similar abundances for si ca ti v cr co and ni corresponding solarscaled stellar models are unable to reproduce v cen especially its secondary component which is larger and k cooler than predicted models adopting significantly lower mixinglength parameters lh_p remove these discrepancies seen also for other solartype binary components for the observed feh claret models for lh_p primary and secondary reproduce the components of v cen at a common age of gyr v cen and other wellstudied inactive and active solartype binaries suggest that chromospheric activity and its effect on envelope convection is likely to cause radius and temperature discrepancies which can be removed by adjusting the model mixing length parameters downwards noting this the sample may also lend support to theoretical d radiation hydrodynamics studies which predict a slight decrease of the mixing length parameter with increasing temperaturemass for inactive main sequence stars,astro-ph
we revisit the gradient descent dynamics of the spherical sherringtonkirkpatrick p model with finite number of degrees of freedom for fully random initial conditions we confirm that the relaxation takes place in three time regimes a first algebraic one controlled by the decay of the eigenvalue distribution of the random exchange interaction matrix at its edge in the infinite size limit a faster algebraic one determined by the distribution of the gap between the two extreme eigenvalues and a final exponential one determined by the minimal gap sampled in the disorder average we also analyse the finite size effects on the relaxation from initial states which are almost projected on the saddles of the potential energy landscape and we show that for deviations scaling as nnu from perfect alignment the system escapes the initial configuration in a timescale scaling as ln n after which the dynamics no longer selfaverages with respect to the initial conditions we prove these statements with a combination of analytic and numerical methods,cond-mat
pure hadronic compact stars above a threshold value of their gravitational mass central pressure are metastable to the conversion to quark stars hybrid or strange stars in this paper we present a systematic study of the metastability of pure hadronic compact stars using different relativistic models for the equation of state eos in particular we compare results for the quarkmeson coupling qmc model with those for the glendenningmoszkowski parametrization of the nonlinear walecka model nlwm for qmc model we find large values m_cr m_odot for the critical mass of the hadronic star sequence and we find that the formation of a quark star is only possible with a soft quark matter eos for the glendenningmoszkowski parametrization of the nlwm we explore the effect of different hyperon couplings on the critical mass and on the stellar conversion energy we find that increasing the value of the hyperon coupling constants shifts the bulk transition point for quark deconfinement to higher densities increases the stellar metastability threshold mass and the value of the critical mass and thus makes the formation of quark stars less likely for the largest values of the hyperon couplings we find a critical mass which may be as high as m_odot these stellar configurations which contain a large central hyperon fraction f_ycr sim would be able to describe highlymassive compact stars such as the one associated to the millisecond pulsars psr bb with a mass m _ m_odot,astro-ph
we study the weak convergence of beta and betadelaunay tessellations in mathbbrd that were introduced in part i of this paper as betatoinfty the limiting stationary simplicial random tessellation which is called the gaussiandelaunay tessellation is characterized in terms of a spacetime paraboloid hull process in mathbbrdtimesmathbbr the latter object has previously appeared in the analysis of the number of shocks in the solution of the inviscid burgers equation and the description of the local asymptotic geometry of gaussian random polytopes in this paper it is used to define a new stationary random simplicial tessellation in mathbbrd as for the beta and betadelaunay tessellation the distribution of volumepower weighted typical cells in the gaussiandelaunay tessellation is explicitly identified establishing thereby a new bridge to gaussian random simplices also major geometric characteristics of these cells such as volume moments expected angle sums and also the cell intensities of the gaussiandelaunay tessellation are investigated,math
learning sparse coordination graphs adaptive to the coordination dynamics among agents is a longstanding problem in cooperative multiagent learning this paper studies this problem and proposes a novel method using the variance of payoff functions to construct contextaware sparse coordination topologies we theoretically consolidate our method by proving that the smaller the variance of payoff functions is the less likely action selection will change after removing the corresponding edge moreover we propose to learn action representations to effectively reduce the influence of payoff functions estimation errors on graph construction to empirically evaluate our method we present the multiagent coordination maco benchmark by collecting classic coordination problems in the literature increasing their difficulty and classifying them into different types we carry out a case study and experiments on the maco and starcraft ii micromanagement benchmark to demonstrate the dynamics of sparse graph learning the influence of graph sparseness and the learning performance of our method the maco benchmark and codes are publicly available at httpsgithubcomtonghanwangcasecmacobenchmark,cs
water is an unique material with a long list of thermodynamic dynamic and structural anomalies which are usually attributed to the competition between two characteristic length scales in the intermolecular interaction it has been argued that a potential liquidliquid phase transition llpt ending at a liquidliquid critical point llcp lies at the core of the anomalous behavior of water this transition which has been evidenced in multiple simulation studies seems to be preempted experimentally by spontaneous crystallization here in order to expose the connection between the spontaneous crystallization observed in the supercooled regime in the vicinity of the llpt and the density anomaly we perform extensive molecular dynamics simulations of a model mixture of coresoftened water and methanol the pure waterlike fluid exhibits a llpt and a density anomaly in contrast our pure methanollike model does have a llpt but lacks the density anomaly our results illustrate the relation between the vanishing of the density anomaly and an increase in the temperature of the spontaneous crystallization once this temperature surpasses the llcp critical temperature no density anomaly is observed this peculiar feature illustrates how fine tuning the competitive interactions determine the anomalous behavior of wateralcohol mixtures,cond-mat
