abstract,categories
meterlevel load forecasting is crucial for efficient energy management and power system planning for smart grids sgs in tasks associated with regulation dispatching scheduling and unit commitment of power grids although a variety of algorithms have been proposed and applied on the field more accurate and robust models are still required the overall utility cost of operations in sgs increases million currency units if the load forecasting error increases and the mean absolute percentage error mape in forecasting is still much higher than transformers have become the new stateoftheart in a variety of tasks including the ones in computer vision natural language processing and time series forecasting surpassing alternative neural models such as convolutional and recurrent neural networks in this letter we present a new stateoftheart transformerbased algorithm for the meterlevel load forecasting task which has surpassed the former stateoftheart lstm and the traditional benchmark vanilla rnn in all experiments by a margin of at least in mape,cs
we infer gravitational lensing shear and convergence fields from galaxy ellipticity catalogs under a spatial process prior for the lensing potential we demonstrate the performance of our algorithm with simulated gaussiandistributed cosmological lensing shear maps and a reconstruction of the mass distribution of the merging galaxy cluster abell using galaxy ellipticities measured with the deep lens survey given interim posterior samples of lensing shear or convergence fields on the sky we describe an algorithm to infer cosmological parameters via lens field marginalization in the most general formulation of our algorithm we make no assumptions about weak shear or gaussian distributed shape noise or shears because we require solutions and matrix determinants of a linear system of dimension that scales with the number of galaxies we expect our algorithm to require parallel highperformance computing resources for application to ongoing wide field lensing surveys,astro-ph
we investigate flows on graphs whose links have random capacities for binary trees we derive the probability distribution for the maximal flow from the root to a leaf and show that for infinite trees it vanishes beyond a certain threshold that depends on the distribution of capacities we then examine the maximal total flux from the root to the leaves our methods generalize to simple graphs with loops eg to hierarchical lattices and to complete graphs,cond-mat
in this paper we propose a highprecision srambased cim macro that can perform xbit mac operations and yield bit signed output the inherent discharge branches of sram cells are utilized to apply timemodulated mac and bit adc readout operations on two bitline capacitors the same principle is used for both mac and atod conversion ensuring high linearity and thus supporting large number of analog mac accumulations the memory cellembedded adc eliminates the use of separate adcs and enhances energy and area efficiency additionally two signal margin enhancement techniques namely the macfolding and boostedclipping schemes are proposed to further improve the cim computation accuracy,cs
sessionbased recommendation is a challenging problem in the realworld scenes eg ecommerce short video platforms and music platforms which aims to predict the next click action based on the anonymous session recently graph neural networks gnns have emerged as the stateoftheart methods for sessionbased recommendation however we find that there exist two limitations in these methods one is the item transition relations are not fully exploited since the relations are not explicitly modeled another is the longrange dependencies between items can not be captured effectively due to the limitation of gnns to solve the above problems we propose a novel approach for sessionbased recommendation called transition relation aware selfattention trasa specifically trasa first converts the session to a graph and then encodes the shortest path between items through the gated recurrent unit as their transition relation then to capture the longrange dependencies trasa utilizes the selfattention mechanism to build the direct connection between any two items without going through intermediate ones also the transition relations are incorporated explicitly when computing the attention scores extensive experiments on three realword datasets demonstrate that trasa outperforms the existing stateoftheart methods consistently,cs
in the coming era of exascale supercomputing insitu visualization will be a crucial approach for reducing the output data size a problem of insitu visualization is that it loses interactivity if a steering method is not adopted in this paper we propose a new method for the interactive analysis of insitu visualization images produced by a batch simulation job a key idea is to apply numerous thousands to millions insitu visualizations simultaneously the viewer then analyzes the image database interactively during postprocessing if each movie can be compressed to mb one million movies will only require tb which is smaller than the size of the raw numerical data in exascale supercomputing we performed a feasibility study using the proposed method multiple movie files were produced by a simulation and they were analyzed using a specially designed movie player the user could change the viewing angle the visualization method and the parameters interactively by retrieving an appropriate sequence of images from the movie dataset,physics
exploring statistics of locally connected subgraph patterns also known as network motifs has helped researchers better understand the structure and function of biological and online social networks osns nowadays the massive size of some critical networks often stored in already overloaded relational databases effectively limits the rate at which nodes and edges can be explored making it a challenge to accurately discover subgraph statistics in this work we propose sampling methods to accurately estimate subgraph statistics from as few queried nodes as possible we present sampling algorithms that efficiently and accurately estimate subgraph properties of massive networks our algorithms require no precomputation or complete network topology information at the same time we provide theoretical guarantees of convergence we perform experiments using widely known data sets and show that for the same accuracy our algorithms require an order of magnitude less queries samples than the current stateoftheart algorithms,cs
humanai complementarity is important when neither the algorithm nor the human yields dominant performance across all instances in a given context recent work that explored humanai collaboration has considered decisions that correspond to classification tasks however in many important contexts where humans can benefit from ai complementarity humans undertake course of action in this paper we propose a framework for a novel humanai collaboration for selecting advantageous course of action which we refer to as learning complementary policy for humanai teams textsclcphai our solution aims to exploit the humanai complementarity to maximize decision rewards by learning both an algorithmic policy that aims to complement humans by a routing model that defers decisions to either a human or the ai to leverage the resulting complementarity we then extend our approach to leverage opportunities and mitigate risks that arise in important contexts in practice when a team is composed of multiple humans with differential and potentially complementary abilities when the observational data includes consistent deterministic actions and when the covariate distribution of future decisions differ from that in the historical data we demonstrate the effectiveness of our proposed methods using data on real human responses and semisynthetic and find that our methods offer reliable and advantageous performance across setting and that it is superior to when either the algorithm or the ai make decisions on their own we also find that the extensions we propose effectively improve the robustness of the humanai collaboration performance in the presence of different challenging settings,cs
we present the first experimental confirmation of the socalled selfphaselocked delay interferometry this laser frequency stabilization technique consists basically in comparing the prompt laser signal with a delayed version of itself that has been reflected in another lisa satellite million km away in our tabletop experiment the phase of a voltagecontrolled oscillator is stabilized by means of a control loop based on this technique in agreement with the theory the measured unity gain frequency is not limited by the inverse of the used delay microseconds in the time domain the system also behaves as predicted including the appearance of a quasiperiodic ringing just after the lock acquisition which decays exponentially its initial amplitude is smaller when the loop gain is slowly ramped up instead of suddenly switched on,physics
we present followup observations of a gravitational microlensing candidate found by the macho collaboration in the galactic bulge the photometric data cover a period near the maximum of the event and may be used to construct complete light curve the position of the lensed star in the color magnitude diagram suggests that it is a galactic bulge star located on the subgiant branch,astro-ph
we implement adaptive mesh refinement amr simulations of global topological strings using the public numerical relativity code grchombo we perform a quantitative investigation of the dynamics of single sinusoidally displaced string configurations studying a wide range of string energy densities mu propto lnlambda defined by the string width parameter lambda over two orders of magnitude we investigate the resulting massless goldstone boson or axion radiation signals using quantitative diagnostic tools to determine the eigenmode decomposition given analytic radiation predictions we compare the oscillating string trajectory with a backreaction model accounting for radiation energy losses finding excellent agreement we establish that backreaction decay is accurately characterised by the inverse square of the amplitude being proportional to the inverse tension mu for lesssim lambda lesssim we conclude that analytic radiation modelling in the thinstring nambugoto limit provides the appropriate cosmological limit for global strings we contextualise these results with respect to axions and gravitational waves produced by cosmic string networks,astro-ph
what are the structural determinants of protein sequence evolution a number of sitespecific structural characteristics have been proposed most of which are broadly related to either the density of contacts or the solvent accessibility of individual residues most importantly there has been disagreement in the literature over the relative importance of solvent accessibility and local packing density for explaining sitespecific sequence variability in proteins we show here that this discussion has been confounded by the definition of local packing density the most commonly used measures of local packing such as the contact number and the weighted contact number represent by definition the combined effects of local packing density and longerrange effects as an alternative we here propose a truly local measure of packing density around a single residue based on the voronoi cell volume we show that the voronoi cell volume when calculated relative to the geometric center of aminoacid side chains behaves nearly identically to the relative solvent accessibility and both can explain on average approximately of the sitespecific variation in evolutionary rate in a data set of enzymes an additional of variation can be explained by nonlocal effects that are captured in the weighted contact number consequently evolutionary variation at a site is determined by the combined action of the immediate aminoacid neighbors of that site and of effects mediated by more distant amino acids we conclude that instead of contrasting solvent accessibility and local packing density future research should emphasize the relative importance of immediate contacts and longerrange effects on evolutionary variation,physics
we describe a new data structure for dynamic nearest neighbor queries in the plane with respect to a general family of distance functions these include l_pnorms and additively weighted euclidean distances our data structure supports general convex pairwise disjoint sites that have constant description complexity eg points line segments disks etc our structure uses on log n storage and requires polylogarithmic update and query time improving an earlier data structure of agarwal efrat and sharir that required onvarepsilon time for an update and olog n time for a query sicomp our data structure has numerous applications in all of them it gives faster algorithms typically reducing an onvarepsilon factor in the previous bounds to polylogarithmic in addition we give here two new applications an efficient construction of a spanner in a disk intersection graph and a data structure for efficient connectivity queries in a dynamic disk graph,cs
the modulus of a rigid network of harmonic springs depends on the sum of the energies in each of the bonds due to the applied distortion compression in the case of the bulk modulus b or shear in the case of the shear modulus mathcalg the distortion need not be global and we introduce a local modulus l_i associated with changing the equilibrium length of a single bond i in the network we show that l_i is useful for understanding many aspects of the mechanical response of the entire system for example it allows an understanding and efficient computation of how each bond in a network contributes to global properties such as b and mathcalg and sheds light on how a particular bonds contribution to one modulus is or is not correlated with its contribution to another,cond-mat
we study the behaviour of chern numbers of three dimensional terminal varieties under divisorial contractions,math
the huge size of the widely used bert family models has led to recent efforts about model distillation the main goal of distillation is to create a taskagnostic pretrained model that can be finetuned on downstream tasks without finetuning its fullsized version despite the progress of distillation to what degree and for what reason a taskagnostic model can be created from distillation has not been well studied also the mechanisms behind transfer learning of those bert models are not well investigated either therefore this work focuses on analyzing the acceptable deduction when distillation for guiding the future distillation procedure specifically we first inspect the prunability of the transformer heads in roberta and albert using their head importance estimation proposed by michel et al and then check the coherence of the important heads between the pretrained task and downstream tasks hence the acceptable deduction of performance on the pretrained task when distilling a model can be derived from the results and we further compare the behavior of the pruned model before and after finetuning our studies provide guidance for future directions about bert family model distillation,cs
single crystal of lu_fe_si_ was studied with the tunneldiode resonator technique in meissner and mixed states temperature dependence of the superfluid density provides strong evidence for the twogap superconductivity with almost equal contributions from each gap of magnitudes delta_k_bt_c and delta_k_bt_c in the vortex state pinning strength shows unusually strong temperature dependence and is nonmonotonic with the magnetic field peak effect the irreversibility line is sharply defined and is quite distant from the h_ct which hints on to enhanced vortex fluctuations in this twogap system altogether our findings provide strong electromagnetic measurements support to the twogap superconductivity in lu_fe_si_ previously suggested from specific heat measurements,cond-mat
a key limitation of deep convolutional neural networks dcnn based image segmentation methods is the lack of generalizability manually traced training images are typically required when segmenting organs in a new imaging modality or from distinct disease cohort the manual efforts can be alleviated if the manually traced images in one imaging modality eg mri are able to train a segmentation network for another imaging modality eg ct in this paper we propose an endtoend synthetic segmentation network synsegnet to train a segmentation network for a target imaging modality without having manual labels synsegnet is trained by using unpaired intensity images from source and target modalities and manual labels only from source modality synsegnet is enabled by the recent advances of cycle generative adversarial networks cyclegan and dcnn we evaluate the performance of the synsegnet on two experiments mri to ct splenomegaly synthetic segmentation for abdominal images and ct to mri total intracranial volume synthetic segmentation ticv for brain images the proposed endtoend approach achieved superior performance to two stage methods moreover the synsegnet achieved comparable performance to the traditional segmentation network using target modality labels in certain scenarios the source code of synsegnet is publicly available httpsgithubcommasilabsynsegnet,cs
in this paper we propose to improve the inference speed and visual quality of contemporary baseline of generative adversarial networks gan based unsupervised semantic inpainting this is made possible with better initialization of the core iterative optimization involved in the framework to our best knowledge this is also the first attempt of gan based video inpainting with consideration to temporal cues on single image inpainting we achieve about times speedup and times on videos compared to baseline simultaneously our method has better spatial and temporal reconstruction qualities as found on three image and one video dataset,cs
a novel general formalism for the maximal symetrization and reduction of fields msrf is proposed and applied to wavefunctions in solid state nanostructures its primary target is to provide an essential tool for the study and analysis of the electronic and optical properties of semiconductor quantum heterostructures with relatively high pointgroup symmetry and studied with the kcdot p formalism nevertheless the approach is valid in a much larger framework than kcdot p theory it is applicable to arbitrary systems of coupled partial differential equations eg strain equations or maxwell equations for spinless problems scalar equations one can use a systematic spatial domain reduction sdr technique which allows for every irreducible representation to reduce the set of equations on a minimal domain with automatic incorporation of the boundary conditions at the border which are shown to be nontrivial in general for a vectorial or spinorial set of functions the sdr technique must be completed by the use of an optimal basis in vectorial or spinorial space in a crystal we call it the optimal bloch function basis obb the advantages are numerous sharper insights on the symmetry properties of every eigenstate minimal coupling schemes analytically and computationally exploitable at the component function level minimal computing domains the formalism can be applied also as a postprocessing operation offering all subsequent analytical and computationnal advantages of symmetrization the specific case of a quantum wire qwrs with c_v point group symmetry is used as a concrete illustration of the application of msrf,cond-mat
we present radial velocities for lowmass candidate members of the sigma orionis young group we have measured their radial velocities by crosscorrelation of high resolution r afwyffos spectra of the gravity sensitive nai doublet at angstroms the total sample contained objects of which have sufficient signaltonoise to detect nai at an equivalent width of angstroms however we only detect nai in of these this implies that very lowmass members of this young group display weaker nai absorption than similarly aged objects in the upper scorpius ob association we develop a technique to assess membership using radial velocities with a range of uncertainties that does not bias the selection when large uncertainties are present the resulting membership probabilities are used to assess the issue of exclusion in photometric selections and we find that very few members are likely to be excluded by such techniques we also assess the level of contamination in the expected premain sequence region of colourmagnitude space brighter than i we find that contamination by nonmembers in the expected pms region of the colourmagnitude diagram is small we conclude that although radial velocity alone is insufficient to confirm membership high signaltonoise observations of the nai doublet provide the opportunity to use the strength of nai absorption in concert with radial velocities to asses membership down to the lowest masses where lithium absorption no longer distinguishes youth,astro-ph
studied here is the kawahara equation a fifth order kortewegde vries type equation with timedelayed internal feedback under suitable assumptions on the time delay coefficients we prove that solutions of this system are exponentially stable first considering a damping and delayed system with some restriction of the spatial length of the domain we prove that the kawahara system is exponentially stable for t t_min after that introducing a more general delayed system and by introducing suitable energies we show using lyapunov approach that the energy of the kawahara equation goes to zero exponentially considering the initial data small and a restriction in the spatial length of the domain to remove these hypotheses we use the compactnessuniqueness argument which reduces our problem to prove an observability inequality showing a semiglobal stabilization result,math
in high performance perovskite based solar cells chnhpbi is the key material we carried out a study on charge diffusion in spincoated chnhpbi perovskite thin film by transient fluorescent spectroscopy a thicknessdependent fluorescent lifetime was found by coating the film with an electron or hole transfer layer phenylcbutyric acid methyl ester pcbm or tetrakisnndipmethoxyphenylaminespirobifluorene spiroometad respectively we observed the charge transfer directly through the fluorescence quenching onedimensional diffusion model was applied to obtain long charge diffusion distances in thick films which is um for electrons and up to um for holes short diffusion distance of few hundreds of nanosecond was also observed in thin films this thickness dependent charge diffusion explained the formerly reported short charge diffusion distance nm in films and resolved its confliction to thick working layer nm in real devices this study presents direct support to the high performance perovskite solar cells and will benefit the devices design,physics
finding an accurate stressstrain relation able to describe the mechanical behavior of metals during forming and machining processes is an important challenge in several fields of mechanics with significant repercussions in the technological field indeed in order to predict the real mechanical behavior of materials constitutive laws must be able to take into account elastic viscous and plastic phenomena most constitutive models are based on empirical evidence andor theoretical approaches and provide a good prediction of the mechanical behavior of several materials here we present a non linear stressstrain relation based on fractional operators the proposed constitutive law is based on integral formulation and takes into account the viscoelastic behavior of the material and the inelastic phenomenon that appears when the stress reaches a particular yielding value a specific case of the proposed constitutive law for imposed strain history is used to fit experimental data obtained from tensile tests on two kind of metal alloys a bestfitting procedure demonstrates the accuracy of the proposed stressstrain relation and its results are compared to those obtained with some classical models we conclude that the proposed model provides the best results in predicting the mechanical behavior for low and high values of stressstrain,cond-mat
image processing can be used for digital restoration of ancient papyri that is for a restoration performed on their digital images the digital manipulation allows reducing the background signals and enhancing the readability of texts in the case of very old and damaged documents this is fundamental for identification of the patterns of letters some examples of restoration obtained with an image processing which uses edges detection and fourier filtering are shown one of them concerns q fragment of the dead sea scrolls,cs
in this article we explore the interplay between two generalizations of the whittaker model namely the klyachko models and the degenerate whittaker models and two functorial constructions namely base change and automorphic induction for the class of unitarizable and ladder representations of the general linear groups,math
a model of a superconducting tunnel junction coupled to a mechanical oscillator is studied at zero temperature in the case of linear coupling between the oscillator and tunneling electrons it is found that the josephson current flowing between two superconductors is modulated by the motion of the oscillator coupling to harmonic oscillator produces additional shapiro steps in iv characteristic of josephson junction whose position is tuned by the frequency of the vibration mode we also find a new velocity dependent term originating from the backaction of the ac josephson current this term is periodic in time and vanishes at zero bias voltage,cond-mat
we propose a method to recommend music for an input video while allowing a user to guide music selection with freeform natural language a key challenge of this problem setting is that existing music video datasets provide the needed video music training pairs but lack text descriptions of the music this work addresses this challenge with the following three contributions first we propose a textsynthesis approach that relies on an analogybased prompting procedure to generate natural language music descriptions from a largescale language model bloomb given pretrained music tagger outputs and a small number of human text descriptions second we use these synthesized music descriptions to train a new trimodal model which fuses text and video input representations to query music samples for training we introduce a text dropout regularization mechanism which we show is critical to model performance our model design allows for the retrieved music audio to agree with the two input modalities by matching visual style depicted in the video and musical genre mood or instrumentation described in the natural language query third to evaluate our approach we collect a testing dataset for our problem by annotating a subset of k clips from the ytmmusicvideo dataset with natural language music descriptions which we make publicly available we show that our approach can match or exceed the performance of prior methods on videotomusic retrieval while significantly improving retrieval accuracy when using text guidance,cs
the design fabrication and optical properties of a composite plasmonic structure a twodimentional array of splitring resonators inserted into periodic square holes of a metal film have been reported a new type of transmission resonance which makes a significant difference from the conventional peaks has been suggested both theoretically and experimentally to understand this effect a mechanism of ring resonance induced dipole emission is proposed,physics
the wavefront set for an irreducible admissible representation of a padic reductive group is the set of maximal nilpotent orbits which appear in the local character expansion by moe glinwaldspurger they are also the maximal nilpotent orbits whose associated degenerate whittaker models are nonzero however in the literature there are two versions commonly used one defining maximality using analytic closure and the other using zariski closure we show that these two definitions are nonequivalent for gsp_,math
we prove that that the number p of positive eigenvalues of the connection laplacian l of a finite abstract simplicial complex g matches the number b of even dimensional simplices in g and that the number n of negative eigenvalues matches the number f of odddimensional simplices in g the euler characteristic xg of g therefore can be spectrally described as xgpn this is in contrast to the more classical hodge laplacian h which acts on the same hilbert space where xg is not yet known to be accessible from the spectrum of h given an ordering of g coming from a buildup as a cw complex every simplex x in g is now associated to a unique eigenvector of l and the correspondence is computable the euler characteristic is now not only the potential energy summing over all gxy with gl but also agrees with a logarithmic energy trlogi l i pi of the spectrum of l we also give here examples of lisospectral but nonisomorphic abstract finite simplicial complexes one example shows that we can not hear the cohomology of the complex,math
we consider the problem of computing univariate polynomial matrices over a field that represent minimal solution bases for a general interpolation problem some forms of which are the vector mpade approximation problem in van barel and bultheel numerical algorithms and the rational interpolation problem in beckermann and labahn siam j matrix anal appl particular instances of this problem include the bivariate interpolation steps of guruswamisudan harddecision and kottervardy softdecision decodings of reedsolomon codes the multivariate interpolation step of listdecoding of folded reedsolomon codes and hermitepade approximation in the mentioned references the problem is solved using iterative algorithms based on recurrence relations here we discuss a fast divideandconquer version of this recurrence taking advantage of fast matrix computations over the scalars and over the polynomials this new algorithm is deterministic and for computing shifted minimal bases of relations between m vectors of size sigma it uses o momega sigma s field operations where omega is the exponent of matrix multiplication and s is the sum of the entries of the input shift s with mins this complexity bound improves in particular on earlier algorithms in the case of bivariate interpolation for soft decoding while matching fastest existing algorithms for simultaneous hermitepade approximation,cs
we give an explicit description of the floer cohomology of a family of dehn twists about disjoint lagrangian spheres in a w monotone rational symplectic manifold as a byproduct of our framework in a monotone symplectic manifold we are able to define a class in the fixed point floer cohomology of a dehn twist by counting half strips bound to the given lagrangian sphere and prove it must vanish in subsequent work we plan on using this vanishing result to give a new geometric proof of seidels long exact sequence,math
we have performed molecular dynamics simulations of solidsolid contacts lubricated by a model fluid displaying many of the properties of water particularly its expansive freezing near the region where expansive freezing occurs the lubricating film remains fluid and the friction force decreases linearly as the shear velocity is reduced no sign of stickslip motion is observed even at the lowest velocities we give a simple interpretation of these results and suggest that in general good boundary lubrication properties will be found in the family of materials with expansive freezing,cond-mat
we have investigated an m limb flare which develops as a magnetic looparch that fans out from an xray jet using hinodeeis we found that the temperature increases with height to a value of over k at the looptop during the flare the measured doppler velocity redshifts of km s and the nonthermal velocity geq km s from fe xxiv also increase with loop height the electron density increases from times cm early in the flare rise to times cm after the flare peak the d structure of the loop derived with stereoeuvi indicates that the strong redshift in the looptop region is due to upflowing plasma originating from the jet both hard xray and soft xray emission from rhessi were only seen as footpoint brightenings during the impulsive phase of the flare then soft xray emission moves to the looptop in the decay phase based on the temperature and density measurements and theoretical cooling models the temperature evolution of the flare arch is consistent with impulsive heating during the jet eruption followed by conductive cooling via evaporation and minor prolonged heating in the top of the fan loop investigating the magnetic field topology and squashing factor map from sdohmi we conclude that the observed magneticfan flaring arch is mostly heated from low atmospheric reconnection accompanying the jet ejection instead of from reconnection above the arch as expected in the standard flare model,astro-ph
upgoing and horizontal tau airshowers uptaus and hortaus may trace ultra high energy neutrino tau earth skimming at the edge of the horizon we show that such events even for minimal gzk neutrino fluxes could be detected by space telescopes such as the euso project these horizontal tau showers will track very long fanlike multifinger showers whose signature would be revealed by euso owl experiments moreover the additional imprint of their young secondaries muon electron pairs and gamma bundles flashes might allow to disentangle their nature from the older uhecr secondaries in horizontal showers indeed at large zenith angles the muon electron pairs and gamma number for far and old ultra high energy cosmic rays becomes comparable on the contrary upward muon bundles from uptaus and hortaus as well as by antineutrino electron electron resonance at glashow peak may arise within a young shower with a gammamuon ratio as large as such a very characteristic imprint maybe observed by crown detector arrays on mountain planes or balloons in space as well as by gamma satellites in space we estimate the uptaus and hortaus rate from the earth and the consequent event rate of mu bundles whose flux at o o may exceed the upgoing muon flux induced by the atmospheric neutrino by one or two order of magnitude,astro-ph
we present a study of the relative sizes of planets within the multiple candidate systems discovered with the kepler mission we have compared the size of each planet to the size of every other planet within a given planetary system after correcting the sample for detection and geometric biases we find that for planetpairs for which one or both objects is approximately neptunesized or larger the larger planet is most often the planet with the longer period no such sizelocation correlation is seen for pairs of planets when both planets are smaller than neptune specifically if at least one planet in a planetpair has a radius of gtrsim r_oplus pm of the planet pairs have the inner planet smaller than the outer planet while no preferred sequential ordering of the planets is observed if both planets in a pair are smaller than lesssim r_oplus,astro-ph
in this paper we propose a novel secure random caching scheme for largescale multiantenna heterogeneous wireless networks where the base stations bss deliver randomly cached confidential contents to the legitimate users in the presence of passive eavesdroppers as well as active jammers in order to safeguard the content delivery we consider that the bss transmits the artificial noise together with the useful signals by using tools from stochastic geometry we first analyze the average reliable transmission probability rtp and the average confidential transmission probability ctp which take both the impact of the eavesdroppers and the impact of the jammers into consideration we further provide tight upper and lower bounds on the average rtp these analytical results enable us to obtain rich insights into the behaviors of the average rtp and the average ctp with respect to key system parameters moreover we optimize the caching distribution of the files to maximize the average rtp of the system while satisfying the constraints on the caching size and the average ctp through numerical results we show that our proposed secure random caching scheme can effectively boost the secrecy performance of the system compared to the existing solutions,cs
the overall morphology and dynamics of magnetospheric substorms is well established in terms of the observed qualitative auroral features seen in groundbased magnetometers this paper focuses on the quantitative characterization of substorm dynamics captured by groundbased magnetometer stations we present the first analysis of substorms using dynamical networks obtained from the full available set of groundbased magnetometer observations in the northern hemisphere the stations are connected in the network when the correlation between the vector magnetometer time series from pairs of stations within a running time window exceeds a threshold dimensionless parameters can then be obtained that characterize the network and by extension the spatiotemporal dynamics of the substorm under observation we analyze four isolated substorm test cases as well as a steady magnetic convection smc event and a day in which no substorms occur these test case substorms are found to give a consistent characteristic network response at onset in terms of their spatial correlation such responses are differentiable from responses to the smc event and nonsubstorm times we present a method to optimize network parametrization with respect to the different individual station responses the spatial inhomogeneity of stations in the northern hemisphere and the choice of correlation window sizes our results suggest that dynamical network analysis has potential to quantitatively categorize substorms,physics
the topological kagome magnet tkm fesn exhibits unusual topological properties flat electronic bands and chiral spin textures making it an exquisite materials platform to explore the interplay between topological band structure strong electron correlations and magnetism here we report the first synthesis of highquality epitaxial fesn films with large intrinsic anomalous hall effect close to that measured in bulk single crystals in addition we measured a large anisotropic anomalous nernst coefficient syx of muvk roughly x greater than that of common ferromagnets suggesting the presence of berry curvature sources near the fermi level in this system crucially the realization of highquality fesn films opens the door to explore emergent interfacial physics and create novel spintronic devices based on tkms by interfacing fesn with other quantum materials and by nanostructure patterning,cond-mat
we investigate the nonparametric composite hypothesis testing problem for arbitrary unknown distributions in the asymptotic regime where both the sample size and the number of hypotheses grow exponentially large such asymptotic analysis is important in many practical problems where the number of variations that can exist within a family of distributions can be countably infinite we introduce the notion of emphdiscrimination capacity which captures the largest exponential growth rate of the number of hypotheses relative to the sample size so that there exists a test with asymptotically vanishing probability of error our approach is based on various distributional distance metrics in order to incorporate the generative model of the data we provide analyses of the error exponent using the maximum mean discrepancy mmd and kolmogorovsmirnov ks distance and characterize the corresponding discrimination rates ie lower bounds on the discrimination capacity for these tests finally an upper bound on the discrimination capacity based on fanos inequality is developed numerical results are presented to validate the theoretical results,cs
in this paper we provide an elementary proof of the existence of canard solutions for a class of singularly perturbed predatorprey planar systems in which there occurs a transcritical bifurcation of quasi steady states the proof uses a onedimensional theory of canard solutions developed by v f butuzov n n nefedov and k r schneider and an appropriate monotonicity assumption on the vector field to extend it to the twodimensional case the result is applied to identify all possible predatorprey models with quadratic vector fields allowing for the existence of canard solutions,math
we have developed the concept of a new kind of singleelectron transistor in which the transport of the electron through a quantum wire is controlled by charged quantum rings using a d harmonic potential as the transverse constraint we numerically investigated the transport of the electron through the wire we have shown that in the low energy limit for a suitable configuration of the rings called the quadrupole configuration we are able to adjust the conductance of the wire and therefore control the switching process,cond-mat
we develop a numerical method for pricing multidimensional vanilla options in the blackscholes framework in low dimensions we improve an adaptive integration algorithm proposed by two of the authors by introducing a new splitting strategy based on a geometrical criterion in higher dimensions this new algorithm is used as a control variate after a dimension reduction based on principal component analysis numerical tests are performed on the pricing of basket put on minimum and digital options in dimensions up to ten,math
operation of a superconducting quantum interference device squid made of stacked josephson junctions is analyzed numerically for a variety of junction parameters due to a magnetic coupling of junctions in the stack such a squid has certain advantages as compared to an uncoupled multijunction squid namely metastability of currentflux modulation can be reduced and a voltageflux modulation can be improved if junctions in the stack are phaselocked optimum operation of the squid is expected for moderately long strongly coupled stacked josephson junctions a possibility of making a stacked josephson junction squid based on intrinsic josephson junctions in hightc superconductor is discussed,cond-mat
we revisit the gradient descent dynamics of the spherical sherringtonkirkpatrick p model with finite number of degrees of freedom for fully random initial conditions we confirm that the relaxation takes place in three time regimes a first algebraic one controlled by the decay of the eigenvalue distribution of the random exchange interaction matrix at its edge in the infinite size limit a faster algebraic one determined by the distribution of the gap between the two extreme eigenvalues and a final exponential one determined by the minimal gap sampled in the disorder average we also analyse the finite size effects on the relaxation from initial states which are almost projected on the saddles of the potential energy landscape and we show that for deviations scaling as nnu from perfect alignment the system escapes the initial configuration in a timescale scaling as ln n after which the dynamics no longer selfaverages with respect to the initial conditions we prove these statements with a combination of analytic and numerical methods,cond-mat
knowledge distillation is typically conducted by training a small model the student to mimic a large and cumbersome model the teacher the idea is to compress the knowledge from the teacher by using its output probabilities as softlabels to optimize the student however when the teacher is considerably large there is no guarantee that the internal knowledge of the teacher will be transferred into the student even if the student closely matches the softlabels its internal representations may be considerably different this internal mismatch can undermine the generalization capabilities originally intended to be transferred from the teacher to the student in this paper we propose to distill the internal representations of a large model such as bert into a simplified version of it we formulate two ways to distill such representations and various algorithms to conduct the distillation we experiment with datasets from the glue benchmark and consistently show that adding knowledge distillation from internal representations is a more powerful method than only using softlabel distillation,cs
